subscriber_count,video_count,total_views,avg_likes_per_video,avg_comments_per_video,channel_age_days,has_custom_thumbnail,has_description,uploads_per_month,engagement_rate,is_fake
28,2,27,5,0,67,1,0,0.2,4.35,1
2922,47,50620,106,18,1677,1,1,2.8,5.88,0
23,24,39,1,1,4,0,1,1.6,3.44,1
43499,2,12935,1157,7,2890,0,1,8.3,12.01,0
1782,73,100,13,3,2293,1,1,1.0,2.85,0
64760,329,100,1,2,1294,1,1,0.8,5.88,0
160,70,1911339,11,5,3394,0,1,1.2,11.71,0
9663,26,57907,30,3,2752,1,1,0.8,12.23,0
2668,76,314485,33,8,485,1,1,6.6,6.01,0
4492,705,937441,98,5,1862,1,0,1.7,8.87,0
106,3,83,0,4,73,1,0,3.8,1.32,1
1749,31,67,2,8,149,1,0,0.8,0.3,1
2,107,8,1,0,227,0,1,0.3,3.46,1
2757,1,119260,58,17,2201,1,1,1.9,4.52,0
4197,227,1099,7,1,2088,1,1,1.6,14.98,0
506,12,11907,1,16,241,1,1,0.8,0.42,1
2487,23,1374,11,10,2038,1,1,2.0,4.92,0
53394,62,36669,1,2,1870,0,1,1.1,15.0,0
163,41,314985,10,2,1454,1,1,2.4,5.46,0
321,32,154,1,0,457,1,1,0.1,1.22,1
322,345,19021,70,2,435,1,1,11.8,10.09,0
41,0,171,1,0,96,1,0,2.3,0.48,1
577,148,566303,377,9,1362,1,1,1.3,1.71,0
39,89,460,1,1,216,1,1,1.9,0.84,1
3524,166,209884,61,3,1341,1,1,0.5,7.45,0
701,81,132517,18,2,1600,1,0,5.6,2.59,0
8,185,35,5,0,40,1,1,1.6,0.32,1
11113,50,223,95,39,1085,1,1,1.4,15.0,0
1309,1,70462,0,2,71,1,1,2.1,0.87,1
70,36,44,2,0,730,0,1,0.1,2.18,1
6132,6,3785652,6,12,461,1,1,2.3,2.83,0
14,106,5778,1,6,139,0,0,1.5,5.0,1
1144531,169,50288,5,3,1503,0,1,3.0,15.0,0
7839,15,243395,16,1,1777,1,1,10.4,7.76,0
62,8,12183,3,0,404,0,0,0.5,0.27,1
2234,24,177,20,4,580,1,0,3.3,0.18,1
7,50,103,4,7,183,1,1,2.4,4.98,1
0,8,6216,1,14,402,1,1,0.1,0.86,1
14,38,2075,0,17,87,1,1,0.5,0.14,1
6,0,46454,5,1,111,1,1,0.6,0.81,1
1994,24,16612,17,14,1115,1,1,2.7,3.96,0
17,8,93,7,17,493,1,1,0.5,0.6,1
1113,236,818986,16,1,2630,1,1,1.8,15.0,0
3734,30,46122,12,6,1222,1,1,1.6,15.0,0
111675,88,267480,3,8,2317,1,1,2.9,11.78,0
428,249,121147,23,8,2158,1,1,2.3,15.0,0
7329,52,34955,4,8,1210,1,1,1.4,15.0,0
39,43,2708,42,3,429,0,1,3.1,0.42,1
1449,14,100,34,3,1315,1,1,7.1,2.36,0
6,2000,19038,18,14,183,1,0,8.0,0.63,1
486,7,5565,3,0,311,1,0,0.3,5.0,1
111,11,8,0,0,67,1,0,4.4,4.23,1
504,7,53,1,8,252,1,0,1.0,0.92,1
454,121,24143,21,8,1395,1,1,7.2,11.09,0
2188,26,5380,23,0,936,1,1,1.3,7.04,0
97,13,8,0,5,629,1,1,0.1,0.77,1
23,93,3635,14,3,220,1,0,1.1,4.79,1
9,1,8,1,0,151,1,0,8.5,3.15,1
484,44,923,206,1,1209,1,1,0.6,15.0,0
5,10,106436,2,0,220,1,1,0.6,0.18,1
121,1,1498,0,8,66,0,1,0.8,1.45,1
9687,30,13667,288,2,2077,1,0,7.2,7.09,0
40,5,199,10,1,527,1,1,2.0,2.63,1
5,0,8,2,1,6,0,1,0.5,4.49,1
205306,58,9170411,18,2,620,1,1,4.1,9.72,0
84,5,122,4,1,40,0,1,1.5,0.32,1
2828,214,84844,32,0,1978,1,1,2.1,2.58,0
116,168,1981,4,16,1954,1,1,4.0,7.1,0
23,0,184,18,0,249,0,1,1.2,2.84,1
5526,8,14,0,1,71,1,1,2.0,2.38,1
23,103,36,1,2,6,0,0,1.1,4.46,1
81,30,93,1,4,633,1,1,0.5,0.32,1
3209,17,2871833,6,7,921,1,1,3.7,5.47,0
1024,23,20235,5,4,30,1,1,0.8,6.85,0
20,20,1690,16,0,3,1,0,5.4,2.32,1
1445,14,503,15,4,894,1,1,2.0,5.43,0
66617,85,20566,48,13,1771,1,1,4.0,12.26,0
3,27,3516,5,1,46,1,0,1.5,2.85,1
432,56,19,0,2,174,1,1,6.1,1.76,1
44,12,0,0,0,12,1,1,1.8,0.68,1
1517,156,20145,10,1,2415,1,1,13.1,1.53,0
140,112,660,11,0,488,1,1,3.1,3.6,1
217,20,2125,47,7,1649,1,1,3.9,8.34,0
4,16,175,37,0,403,1,1,3.9,5.0,1
10,29,633,19,3,477,0,0,0.0,0.5,1
70,932,12642,95,3,1446,1,1,4.7,8.63,0
0,237,27,0,10,529,0,1,0.6,0.28,1
53,122,5731,1,3,1167,1,1,2.7,5.54,0
1,5,47,0,0,528,1,1,1.7,1.42,1
1903,18,107,3,0,335,0,1,4.8,0.6,1
492,381,28763,6,6,1140,1,1,3.9,8.04,0
119,72,27536,5,3,845,1,1,3.6,5.73,0
73,30,2784,4,28,254,1,1,1.6,0.78,1
97,1,1212,0,21,43,1,1,4.9,0.05,1
120,1,196,9,6,328,0,1,0.1,3.35,1
7,0,6666,3,1,653,1,1,0.7,0.39,1
2276,41,1043,42,3,1350,1,1,3.1,15.0,0
2960,85,20823,1,6,1490,1,1,3.2,3.8,0
4878,13,100,24,6,1448,1,1,8.9,6.27,0
26,2,947,10,3,113,1,1,0.4,0.52,1
413,33,3284,0,0,894,1,0,4.7,5.0,1
7,5,26118,0,9,170,0,1,1.0,5.0,1
30,14,75,0,15,80,1,0,0.4,1.08,1
109348,844,31061,118,5,1704,0,1,0.9,5.5,0
305,0,6470,0,1,285,0,0,4.6,1.07,1
18,66,472,5,0,104,1,0,5.0,1.05,1
9419,47,975595,9,8,2979,1,1,4.9,12.19,0
510,331,436530,9,2,1035,0,1,6.3,15.0,0
149,7,2,0,0,145,1,0,0.3,0.76,1
27,20,47864,13,4,782,0,1,1.5,15.0,0
603,0,750,4,0,387,0,1,7.1,0.81,1
14,2,3,0,1,32,1,0,0.3,0.37,1
24915,3,197230,14,5,2192,1,1,1.1,3.97,0
53,10,12477,7,35,1108,1,1,7.2,5.56,0
69,6,788,27,14,663,1,1,3.3,7.04,0
30,20,905,4,1,409,0,0,2.5,0.1,1
27,218,171,0,0,262,1,1,2.2,3.65,1
9010,24,2109817,25,10,793,0,1,3.3,7.4,0
24,53,6890,177,3,1339,1,1,1.6,2.93,0
6517,101,2353721,4,40,1557,1,1,3.3,12.6,0
178,11,261,6,3,1268,1,1,1.4,12.44,0
519,267,26028,23,6,1018,1,1,0.5,4.26,0
2,37,13,6,6,347,0,0,1.8,0.41,1
8,481,539,0,0,175,1,0,0.4,1.59,1
1153,51,100,1,4,3360,1,1,1.1,3.99,0
14,29,1473,3,3,135,1,1,1.3,0.64,1
1181,62,1262625,4,14,846,1,1,3.0,9.29,0
137,14,141,0,13,66,1,1,3.3,2.07,1
50,13,925,157,11,1294,1,1,2.2,8.02,0
64224,31,209201,57,1,972,1,1,0.6,14.85,0
19707,89,179311,8,64,1021,1,1,1.2,4.73,0
82,150,3477,1,1,1945,1,1,0.4,9.03,0
133,10,272919,2,0,629,1,0,1.3,4.45,1
1870,147,23212,20,10,1253,1,1,7.1,12.59,0
296,32,29331,34,1,922,1,1,7.9,12.38,0
136,266,154394,146,18,1074,1,1,4.7,7.43,0
11,1,43094,0,0,366,1,0,0.6,2.88,1
17033,243,1555,11,3,1048,1,1,4.4,6.44,0
191,283,3388,46,27,1214,1,1,1.6,15.0,0
126,0,3079,6,1,149,1,1,0.7,1.91,1
184,486,10105,43,2,445,1,1,5.5,4.53,0
110,9,49419,81,20,1490,1,1,2.5,12.97,0
2709,1058,1839,34,17,2252,1,0,0.7,9.02,0
3030,779,100,20,4,2324,0,1,0.6,8.73,0
1541,179,198822,11,0,1743,1,1,1.0,15.0,0
451,13,2591,35,10,1698,1,1,0.8,5.7,0
6691,54,27115,3,31,2427,1,1,2.3,9.42,0
333,10,540,0,6,54,0,1,0.9,0.02,1
205,7,1336082,3,4,1652,1,1,1.2,10.13,0
1462,0,8577,119,6,345,1,1,1.5,0.05,1
3496,12,45528,13,25,1002,1,1,13.7,4.6,0
582,230,353481,16,4,1200,1,1,0.9,4.98,0
6,11,65,11,0,23,0,1,1.7,2.09,1
16,32,11,6,1,208,1,1,0.8,0.16,1
55,1,128452,30,1,657,1,1,3.3,4.74,1
64,2,125751,13,1,1,1,1,5.2,0.04,1
6,14,49,1,19,122,1,0,0.1,0.99,1
11,0,6277,0,2,39,0,0,0.4,0.87,1
188,3,2294,0,1,218,0,0,2.0,0.27,1
30,110,96916,7,34,1767,1,1,0.6,3.77,0
13167,4,3254401,9,14,1917,1,1,1.1,15.0,0
1134,351,34676,1,23,288,1,1,2.8,10.57,0
48,1,1905,10,0,31,0,1,0.6,1.5,1
20,907,507,4,11,770,1,1,9.0,9.51,0
4044,22,1794,119,9,2661,1,1,2.5,1.25,0
12,0,38,0,1,103,1,1,1.4,1.41,1
67,126,428,17,3,1271,1,1,6.0,9.75,0
208,100,332,4,2,267,0,1,0.2,1.06,1
298,48,264,256,2,1695,1,1,10.7,2.42,0
318312,60,31170,12,67,2150,0,1,1.9,4.73,0
137,15,2234,3,5,551,1,0,0.4,5.0,1
53,188,4596,6,10,156,1,1,4.8,2.87,1
56,3,688,4,11,182,0,1,1.3,4.46,1
118,161,160589,49,4,1683,1,1,3.4,11.52,0
8534,185,100,18,51,2825,1,1,2.0,9.5,0
579,44,6951,4,0,320,1,1,4.3,3.18,1
18836,977,5769,5,3,1011,1,1,1.6,15.0,0
51,49,19296,3,1,22,0,1,0.9,3.16,1
28,3,209,9,1,36,1,1,0.5,2.11,1
218,4,46,14,2,154,0,0,3.1,0.13,1
3,4,559,0,2,202,0,1,0.0,1.74,1
856,54,278,49,0,191,1,1,0.3,0.28,1
1931,1361,831855,20,97,1243,1,1,3.1,9.33,0
58,2,190,0,4,989,1,1,1.2,0.49,1
183,2,3468,11,3,343,1,1,1.1,0.24,1
0,2,86,5,9,405,0,1,3.7,1.17,1
1054,4,2465,74,1,145,0,1,1.1,1.42,1
48,92,4,0,47,132,0,1,4.6,1.39,1
11,150,460331,34,1,1831,1,1,14.6,3.62,0
85,49,19314,11,20,1439,1,1,2.4,12.57,0
17,53,2406,72,9,1990,0,1,4.1,15.0,0
1504,5,1202,18,6,1176,1,1,3.3,5.44,0
639,29,38593,24,16,1408,0,1,3.8,7.55,0
52,125,1626,2,5,1720,1,1,1.5,4.6,0
130,11,0,0,0,548,0,1,2.2,0.28,1
355498,1407,112156,19,14,929,0,1,5.5,15.0,0
41,1,112,18,2,243,1,1,1.8,0.16,1
1721,20,101805,31,1,1798,1,1,2.8,15.0,0
1758,248,35014,73,14,1896,1,1,8.2,6.33,0
10302,713,11053,115,47,2421,1,0,2.8,15.0,0
2438,82,16126,6,1,1301,1,1,5.2,1.85,0
781,22,15725,4,33,866,1,1,5.2,5.89,0
384,121,171256,14,2,797,1,1,8.6,4.58,0
16607,13,14141,15,6,1191,0,1,2.2,14.59,0
18,1,900,3,2,587,0,0,0.5,1.21,1
70,48,14519,0,4,1751,1,1,5.1,8.24,0
87,2,10,2,1,20,0,1,2.3,0.77,1
127,129,42544,49,2,370,1,1,1.7,6.33,0
344,70,824,4,0,68,1,1,0.2,2.31,1
272994,51,254,5,4,941,1,1,3.2,14.39,0
205,101,917,73,31,1456,1,1,7.7,3.31,0
94,16,385228,44,75,1640,1,1,11.5,3.54,0
551,9,1376,32,3,1884,1,0,3.3,13.83,0
1880,13,4530,53,3,1780,1,1,0.2,10.41,0
101,96,64794,30,1,1609,1,1,1.9,4.47,0
34330,133,103260,12,47,1835,1,0,2.5,4.46,0
76,0,256,20,13,100,0,1,1.1,1.81,1
15,3,1236,0,1,648,1,1,4.3,1.9,1
183,19,175,2,0,163,0,1,0.8,1.31,1
14,444,122360,18,3,1322,1,1,0.6,15.0,0
28,98,2747,2,15,60,0,1,2.6,1.2,1
138,53,3796,31,24,646,0,1,3.8,9.47,0
3559,194,43547,51,6,1310,1,1,1.8,9.37,0
2,2,17005,0,11,126,1,1,0.0,1.77,1
97,51,360296,56,2,2171,1,1,3.0,3.44,0
67083,52,20258,25,4,2161,1,1,4.3,15.0,0
86,216,15800,2,0,958,1,1,0.7,0.38,1
885,168,32338,9,6,1508,1,0,2.2,3.58,0
536,233,2916,55,1,674,0,0,3.5,0.15,1
3807,9,223681,121,7,2008,1,1,6.8,8.91,0
4238,48,2952,3,11,2051,1,1,3.4,6.21,0
19770,89,140759,28,1,1777,1,1,1.7,8.25,0
59,1,1269,0,3,15,0,1,5.8,0.28,1
902,52,295780,123,63,1342,1,1,2.8,7.69,0
2,132,4725,3,0,247,0,0,0.8,5.0,1
1155,36,6060608,288,17,1983,1,1,2.4,10.78,0
64022,177,331,57,14,607,1,1,3.5,9.15,0
7,30,335,1,6,239,1,1,0.3,5.0,1
0,49,597,2,1,98,1,1,4.5,0.29,1
1532,22,55,0,4,300,0,1,2.5,5.0,1
23,17,497,117,2,2332,0,0,2.3,15.0,0
85,6,6305,3,2,962,0,1,2.2,2.42,1
121,2,62,4,3,90,0,1,0.5,0.04,1
17,4,91561,184,9,931,1,1,0.7,5.13,0
69,3,4963,22,0,281,0,0,0.1,0.16,1
15,20,902,16,4,1816,1,1,1.2,15.0,0
6185,26,16862,100,12,430,1,1,6.7,9.63,0
250,5,89,0,0,448,1,1,0.2,1.74,1
24,147,62640,9,1,3182,1,1,4.2,4.58,0
432,3,6,14,1,1530,0,1,0.6,1.0,1
762,11,2285,2,0,58,0,0,5.6,0.63,1
898,35,29220,2,0,597,0,0,0.2,0.53,1
795,25,54493,160,7,1993,1,1,3.4,14.36,0
2463,1534,8307563,2,7,1126,1,1,20.4,1.79,0
25,1,90,20,2,101,0,1,5.7,5.0,1
100,18,245,1,0,21,0,0,0.6,0.2,1
280,53,7613,128,17,1735,0,1,1.6,9.81,0
246,5,21313,6,0,2001,1,1,3.8,3.0,0
470,481,6123,12,29,1612,1,1,4.7,12.75,0
21,19,189,43,1,348,1,1,0.4,0.4,1
130,63,133298,16,2,1611,1,1,3.9,15.0,0
201,3,94753,25,16,1864,0,1,0.9,1.68,0
236,27,4499,34,0,1656,1,1,2.7,5.53,0
118,0,192081,8,0,127,0,1,3.0,0.09,1
155,8,10455,112,1,2456,1,1,1.2,10.77,0
81,54,699426,88,4,1502,1,1,3.8,15.0,0
29,17,3,0,1,420,0,0,0.1,0.88,1
10051,18,198615,13,5,1535,1,1,1.8,9.66,0
23,84,3,7,2,150,1,1,2.5,0.71,1
1,0,76,25,0,294,0,0,0.2,5.0,1
2486,260,3081,144,13,876,1,1,0.4,3.56,0
43,1,357,136,2,494,0,1,3.1,1.76,1
34095,378,970319,1,5,1872,1,1,1.7,6.13,0
449,0,16184,7,0,226,1,0,0.4,0.55,1
23,3,1412,4,0,304,1,0,0.1,1.17,1
302,11,294,5,1,124,0,1,3.3,3.87,1
659,223,1263936,153,3,980,1,1,1.9,9.7,0
10421,78,94152,1,4,2319,1,1,5.8,11.64,0
119,16,290274,88,17,973,1,1,16.3,6.33,0
94,44,203766,0,1,75,1,1,3.3,0.35,1
12,19,31,0,7,199,1,1,0.6,2.34,1
922,1130,619,35,385,228,1,1,5.7,10.14,0
232,20,584301,5,2,2160,1,1,3.5,11.62,0
23,9,5160,4,0,715,0,1,0.3,3.2,1
1886,399,20547,28,16,3182,1,1,1.7,9.24,0
107,123,286453,10,1,1258,1,0,2.6,0.17,0
199,147,100,14,4,2246,0,1,2.9,5.79,0
9,2,758,1,1,243,1,1,0.1,5.0,1
476,4,39996,246,1,1964,1,1,2.3,15.0,0
1,3,174,7,0,1050,1,1,1.2,4.4,1
1037,1,0,0,10,50,0,1,0.5,2.85,1
8,30,6954,19,1,160,0,1,0.4,0.12,1
212,11,648,2,1,100,0,1,1.5,1.13,1
428,23,2264,5,1,222,1,0,1.8,3.42,1
3535,7,232,5,2,1350,1,1,3.0,5.66,0
26,125,421187,0,3,1115,1,1,2.2,15.0,0
557,10,608,468,71,2035,1,1,2.3,4.13,0
7,68,6813,31,2,204,1,1,0.0,0.28,1
29,5,320,7,1,412,1,1,1.0,1.2,1
21,5,0,3,17,175,1,0,0.3,0.5,1
23,4,6560,9,19,1610,1,0,0.0,0.92,1
228,13,136,35,3,1463,1,1,9.2,10.51,0
530,213,4567,2,1,1454,1,1,4.2,3.61,0
111,46,0,0,0,69,0,1,2.4,5.0,1
52,5,746,2,15,2193,1,1,4.2,3.07,0
120,2,937,3,0,186,1,1,1.3,0.94,1
0,12,51,0,1,147,0,1,2.1,2.68,1
1260,8,212506,4,1,85,1,1,2.3,0.24,1
230,2,131550,15,5,3298,1,1,3.7,8.38,0
175,55,2336649,19,15,812,1,0,1.6,6.87,0
551,71,90176,24,17,2106,1,1,1.2,0.67,0
25,15,3985954,2,2,2219,1,1,1.5,15.0,0
4,10,2986,6,0,17,1,0,1.8,0.18,1
116,0,3535,98,28,228,1,0,0.4,0.62,1
10492,50,1066,16,10,1590,1,1,1.2,6.41,0
19,5,210,1,0,197,1,1,1.0,0.69,1
6202,9,9196216,12,3,1294,1,1,5.4,15.0,0
1904,77,150061,16,61,881,1,0,5.8,2.6,0
40,19,195,41,27,897,1,1,3.9,7.25,0
4859,351,1513,713,13,966,1,1,2.6,3.33,0
47,12,29,1,3,20,0,0,0.8,0.29,1
12,4,102815,0,0,731,0,1,0.3,4.54,1
8477,223,308255,5,5,1547,1,1,4.3,4.11,0
16486,262,24675,18,15,1111,0,1,5.4,15.0,0
172,39,75,14,6,289,1,0,2.1,1.97,1
213847,250,23113061,9,5,1535,1,1,2.5,15.0,0
15,6,3840,0,0,601,1,1,2.3,0.89,1
316,51,15,2,0,114,1,1,3.8,4.12,1
8,1,1116,1,2,96,0,0,10.5,0.23,1
287,19,446,5,0,453,1,1,0.5,0.74,1
107,274,78,56,4,229,0,1,2.2,0.65,1
25,84,3148779,9,10,2395,1,1,3.0,13.45,0
76,1167,23596,12,63,579,1,0,2.6,1.34,1
36,58,588,2,0,153,0,0,0.2,0.87,1
99,858,12965,195,4,1985,1,1,4.9,6.96,0
10862,375,876778,17,134,1691,1,1,1.3,7.91,0
1087,106,40625,13,5,1590,0,1,0.8,3.71,0
18,30,100,5,26,1241,1,1,1.9,4.74,0
21,204,153408,8,15,1157,1,1,0.7,15.0,0
14560,53,369,95,2,1633,1,1,2.9,14.95,0
312,5,6827,4,2,344,0,1,0.8,0.27,1
14,0,9,12,2,495,1,1,0.4,2.11,1
4,51,19866,3,1,1860,1,1,2.6,12.74,0
309,4,148,0,14,527,1,0,0.8,2.34,1
12015,577,40218,2,5,553,1,1,1.5,4.28,0
719,314,2802,1,57,1323,1,1,5.5,9.67,0
203,36,3371,127,5,1373,1,1,3.8,1.78,0
7980,523,5506,61,1,2375,1,1,5.0,4.23,0
46,2,29601,13,1,119,1,0,0.7,4.31,1
337,241,36676,180,2,533,0,1,5.4,3.84,0
127,16,118162,149,31,2324,1,1,5.9,2.03,0
644,199,49438,36,9,1591,1,1,6.3,7.82,0
10582,29,217884,5,6,1152,1,1,7.1,11.56,0
160,298,1898,35,6,2068,1,1,3.4,3.25,0
1166,3,549965,30,1,1393,1,0,2.5,5.65,0
21152,37,65337,26,2,1407,1,1,1.4,15.0,0
380,6,3285,20,7,1009,1,1,4.7,8.69,0
7547,1037,2551,754,5,1888,1,1,1.7,8.05,0
661,18,1024,5,41,2019,1,1,2.0,10.82,0
9775,473,137421,9,4,637,1,1,2.8,13.84,0
0,4,4,15,1,518,1,0,2.2,0.47,1
2358,86,50710,157,0,1962,0,1,0.8,13.32,0
209,21,41832,0,14,668,1,1,2.3,4.62,0
28,4,2,3,1,34,1,0,2.5,2.62,1
2592,13,263598,129,13,2238,1,1,0.5,12.39,0
11,51,10,2,0,130,1,0,1.3,3.86,1
273,48,3205,523,0,1632,1,1,3.5,12.35,0
415,0,202396,0,5,283,1,0,1.4,1.4,1
518,55,372532,85,44,1637,1,1,4.3,14.66,0
166,1487,24,9,0,218,1,0,5.5,0.15,1
219712,490,8290,43,4,2677,1,1,1.8,1.69,0
50467,146,4830333,7,48,1086,1,1,3.3,15.0,0
6647,63,4037293,99,19,2469,1,0,5.3,6.79,0
33,17,102,0,1,664,0,0,3.4,0.53,1
14,6,6360,6,8,80,1,0,0.3,1.47,1
572,0,7,25,3,138,0,1,0.9,0.01,1
31,0,0,5,0,383,1,0,1.6,4.15,1
1877,2,13651,99,14,576,1,1,0.7,13.85,0
177,17,6022,39,4,483,1,1,2.2,11.76,0
1869,1122,18175,138,14,2468,1,1,3.1,2.65,0
1176,88,113972,1,4,3204,1,1,10.0,13.62,0
41440,5,100,12,4,1580,1,1,5.8,10.93,0
9317,190,50610,6,209,2177,1,1,5.3,9.62,0
2906,58,1133,802,33,889,1,1,0.5,8.1,0
400,304,2551,30,18,962,1,1,3.3,14.76,0
4,2,2814,1,2,103,0,1,0.6,1.68,1
46,2,1367,0,1,231,1,1,0.1,3.78,1
2,85,11,3,2,681,1,1,0.8,1.59,1
109,9,958,5,10,842,0,1,0.3,4.01,1
35401,4,107385,42,8,2033,0,1,2.9,6.51,0
122,335,141895,37,5,1007,1,1,6.0,6.84,0
18621,48,249211,91,9,1748,1,1,6.7,15.0,0
0,7,206,1,19,172,1,1,1.3,1.03,1
0,0,5479,3,5,222,0,1,0.3,0.41,1
579,2,1149,7,4,168,1,0,2.8,1.96,1
22,186,925,11,1,324,1,0,2.3,2.82,1
5,35,569,19,2,206,0,0,1.1,0.26,1
4064,22,87556,9,4,1898,0,1,11.2,7.61,0
462,77,32388,80,23,594,1,1,1.7,9.09,0
8602,8,17788,3,28,1558,1,1,2.5,8.6,0
309,35,1751,20,0,69,0,1,0.4,0.13,1
662,304,2401,239,36,2384,1,1,1.3,2.58,0
137,31,5639250,4,6,2499,1,1,0.6,7.97,0
28,3,47,1,0,176,1,1,1.2,0.02,1
172153,107,34920,3,5,1699,1,1,2.6,3.97,0
11,5,2,3,8,34,0,1,1.2,3.25,1
78,22,487,7,3,260,0,0,5.7,1.04,1
151,983,24230,144,1,1652,1,1,15.4,8.35,0
1772,19,7847,20,5,2982,1,1,1.0,8.35,0
583,109,1661619,103,75,112,1,1,4.9,9.57,0
4144,55,206,263,0,787,1,1,3.1,9.12,0
11,0,501,5,1,75,1,0,3.4,0.23,1
121,7,899,1,12,2301,1,0,1.3,7.84,0
1540,72,2878,0,0,439,1,0,2.3,1.23,1
108,5,34,1,0,746,1,1,0.3,1.43,1
15,110,1361941,0,12,2578,1,1,15.3,11.05,0
7732,28,141192,1,6,1225,1,1,6.8,4.48,0
15,115,1775,72,0,41,1,0,0.4,1.35,1
92,11,27,0,0,1844,1,1,10.4,0.97,1
107,5,7,0,1,383,0,1,6.1,2.28,1
5041,91,100,0,13,958,1,1,14.2,8.84,0
29958,45,4786,22,4,215,0,1,2.6,12.34,0
2205,46,374793,45,6,2902,1,1,4.7,3.91,0
55,49,100,13,0,147,1,0,0.4,0.66,1
18,3,0,6,3,282,1,0,0.8,3.88,1
41,6,2485,36,6,574,1,1,0.3,0.44,1
14,196,2079,3,5,280,1,1,2.3,15.0,0
3987,27,475174,21,6,2199,1,1,5.3,15.0,0
180,87,4547,53,18,1205,1,0,4.5,7.28,0
28,45,207220,115,13,2832,1,1,3.5,2.43,0
42867,24,82009,3,37,1866,1,1,2.5,4.18,0
239,29,57653,56,1,1839,0,1,2.1,13.05,0
167,6,10,0,1,484,0,1,0.4,5.0,1
1140,36,719,5,25,1998,1,1,0.7,0.5,0
42,10,69,8,6,255,1,1,2.1,4.42,1
4,4,182,0,0,563,1,1,0.4,0.75,1
61,91,238642,12,30,711,1,1,0.8,3.05,0
467,129,1133,17,31,1056,1,0,5.4,7.65,0
14,362,131,0,0,263,1,1,0.0,4.27,1
476,94,818042,3,59,1881,1,1,0.9,15.0,0
6498,214,7171,3,5,907,1,0,8.2,8.51,0
1447,391,10989,24,5,1565,1,0,0.7,11.01,0
3,140,1076,36,21,321,0,1,3.4,2.05,1
3562,37,1746,19,43,1789,1,1,1.7,15.0,0
523,8,819559,237,11,2717,1,1,0.9,9.82,0
539,1,0,0,6,98,0,0,2.9,1.41,1
6664,318,531,24,3,1933,1,1,3.2,11.64,0
5,6,2222,36,2,2034,1,1,0.7,15.0,0
1,53,7,0,0,660,0,1,0.6,4.22,1
341,256,59553,5,2,216,1,1,1.3,11.63,0
1261,50,995874,124,4,1124,0,1,1.3,4.48,0
283,69,11375,14,6,1048,1,1,1.1,15.0,0
9,139,7,7,1,157,0,1,2.0,0.37,1
52,9,102,10,2,571,1,1,5.1,5.0,1
42,66,14180,5,6,408,0,1,8.6,0.6,1
700,81,287,723,2,998,1,1,2.7,7.62,0
1,504,1216,7,16,1654,0,1,3.6,13.14,0
4,5,2328,0,44,47,0,1,0.5,1.41,1
4,33,41,2,1,9,1,1,0.0,1.61,1
16,181,18380527,148,120,1670,1,1,6.8,13.84,0
14,16,179,1,0,212,0,1,2.8,2.45,1
378,11,2811,22,3,2873,1,1,7.3,15.0,0
73,1,42,2,0,154,1,1,4.9,4.11,1
164285,438,1177,10,62,1361,1,1,12.5,13.73,0
10,52,2463,0,0,46,0,1,0.8,3.36,1
20,136,1984,1,3,4,0,1,1.2,2.11,1
2515,150,94060,34,5,131,1,1,1.5,15.0,0
197,147,738664,8,8,3083,1,1,6.3,11.15,0
35,34,2,4,0,180,0,0,3.9,2.49,1
3455,5,4477,3,34,236,1,1,2.7,2.16,1
112,37,144,0,4,19,1,1,0.2,1.18,1
67,111,998,8,32,1677,1,1,1.4,8.58,0
715555,4,2141549,203,32,2258,1,1,2.1,14.07,0
16221,9,16566,12,2,1498,1,1,2.4,6.04,0
5,14,4567,0,0,438,1,0,1.1,1.07,1
438,2,135,1,4,94,1,1,1.3,0.08,1
39,55,100,46,6,1752,1,1,1.7,3.33,0
174,134,24737,96,16,2665,1,1,4.3,2.68,0
29,769,1900,0,55,1213,1,1,5.7,0.77,0
54831,19,3105,59,15,1328,1,1,1.7,1.35,0
268,1,2085,3,2,1334,1,1,2.9,15.0,0
790,71,1400,33,14,710,1,1,1.4,4.19,0
32,365,3458,2,4,545,1,0,2.2,15.0,0
112142,196,100,1,2,2062,1,1,2.5,8.4,0
57479,331,80060,18,12,2054,1,1,5.0,8.2,0
4131,245,737754,15,3,1709,0,0,2.6,3.52,0
3342,11,19,2,57,175,1,1,2.7,2.53,1
3344,265,218761,20,54,2578,1,1,1.5,1.85,0
7702,7,33243,5,5,297,1,1,0.6,1.31,1
14823,5,6249,143,2,1511,1,1,1.5,13.92,0
7227,39,7077,2,8,1701,1,1,9.9,5.26,0
318,1902,2107,4,20,491,1,0,0.7,15.0,0
117,6,7335,0,3,56,0,1,2.3,1.2,1
752,8,11726,21,0,233,1,1,0.6,8.58,0
29735,35,100,1,5,2062,1,1,5.8,2.18,0
2208,56,459678,18,6,936,1,1,1.7,5.22,0
31,72,463,52,4,1493,1,1,1.7,5.58,0
234,14,26,0,50,419,1,0,1.2,0.04,1
29,30,1421,2,1,16,0,0,3.9,1.3,1
11,302,1071,4,0,34,0,0,0.5,0.15,1
5300,42,9182,375,15,394,1,1,2.8,5.61,0
3,20,261,9,0,618,0,1,0.8,2.37,1
9,25,198,4,3,154,0,1,1.9,0.25,1
163,26,259,2,0,70,1,0,4.7,4.43,1
87,135,101078,143,0,2741,1,1,1.7,13.31,0
42,0,16,1,7,420,1,1,1.4,1.23,1
