connections,endorsements,recommendations,posts_per_month,profile_views,account_age_days,has_profile_pic,has_summary,has_experience,has_education,skills_count,mutual_connections,is_fake
17,0,1,0.9,42,78,1,0,1,1,1,1,1
421,66,3,2.5,33,60,1,1,1,1,17,10,0
141,14,4,2.7,55,1263,1,0,1,1,5,4,0
96,0,1,1.0,22,66,1,1,0,1,4,2,1
3,4,0,0.1,6,66,1,1,0,1,3,2,1
7,12,0,0.1,35,329,0,0,1,1,4,3,1
15,7,0,0.4,26,313,1,0,0,0,1,4,1
1472,2,4,2.4,96,810,1,1,1,1,30,19,0
4,5,0,0.1,9,282,1,0,1,0,1,2,1
312,49,1,1.2,126,1394,1,1,1,1,4,21,0
2,0,0,0.2,131,132,1,0,0,1,2,0,1
101,17,4,3.8,119,30,1,1,0,1,18,99,0
57,2,4,1.9,380,1387,1,1,1,0,22,15,0
16,15,1,0.1,3,238,0,0,1,0,5,5,1
844,4,1,0.5,4,214,1,0,1,0,0,0,1
132,0,0,0.9,2,468,1,1,1,1,1,7,1
7,5,0,0.8,2,18,0,1,1,1,2,3,1
284,48,2,2.3,7,1046,1,0,1,1,4,24,0
70,5,0,0.2,10,142,1,1,1,1,2,5,1
40,7,1,0.0,1,373,0,1,1,1,1,3,1
115,14,0,0.1,9,373,1,1,0,1,1,12,1
3,2,1,1.3,3,69,0,1,1,1,3,9,1
581,13,3,14.5,35,1170,1,0,1,1,10,2,0
4,5,1,0.1,13,34,0,1,1,0,8,0,1
44,3,3,0.7,24,191,1,1,1,1,0,8,1
88,9,5,3.3,10,1380,1,1,1,1,9,21,0
188,2,3,2.3,79,2345,1,1,1,1,6,86,0
22,0,2,0.2,10,199,1,1,0,0,1,0,1
558,12,4,3.9,13,2040,1,1,1,1,10,13,0
479,44,0,11.3,36,504,1,1,1,1,20,12,0
4,1,2,0.5,12,76,1,0,0,0,3,6,1
628,3,1,0.0,2,300,1,0,1,0,1,1,1
197,2,5,1.7,95,1006,1,1,1,1,8,22,0
235,7,2,1.4,14,1138,1,0,1,0,4,9,0
430,16,4,4.4,33,1817,1,0,1,1,6,24,0
137,13,2,8.4,72,658,1,1,1,1,10,35,0
470,23,4,0.4,4,14,1,0,1,1,1,26,1
148,7,5,1.5,25,30,1,1,1,1,14,5,0
250,29,3,2.1,198,1502,1,1,1,1,19,346,0
31,7,5,4.6,18,1148,1,1,1,1,4,14,0
1,2,1,0.4,218,61,0,0,0,1,1,41,1
188,4,1,0.1,22,322,0,1,1,0,11,1,1
1376,11,3,6.1,175,1172,1,1,0,1,3,8,0
156,17,5,2.0,5,1554,1,1,1,1,3,17,0
93,4,2,1.4,135,817,1,0,0,1,3,64,0
7,9,1,0.2,15,161,1,0,1,0,1,10,1
14,1,2,0.1,4,223,0,0,0,0,3,5,1
375,4,4,1.4,5,732,1,1,1,1,14,58,0
22,7,1,0.3,20,207,1,0,0,1,0,7,1
40,2,1,0.0,6,60,1,1,1,0,1,33,1
62,50,0,0.3,5,66,0,1,0,1,8,9,1
297,12,1,22.6,26,1739,1,1,1,1,5,30,0
208,96,3,1.5,33,1599,1,1,1,1,4,12,0
332,8,3,2.2,223,1027,1,1,1,1,4,19,0
227,15,7,5.4,203,1718,1,1,1,1,7,13,0
665,11,4,0.4,467,1856,1,1,1,1,8,8,0
258,7,5,0.7,51,1590,1,1,1,1,35,36,0
31,1,0,0.1,3,29,1,1,1,0,2,1,1
7,18,2,0.9,12,110,1,0,1,0,0,1,1
401,4,4,5.1,204,2290,1,1,0,1,4,29,0
2,5,0,0.2,1,101,1,0,1,1,7,0,1
122,9,2,2.8,126,915,1,0,0,1,4,24,0
99,7,0,0.1,31,381,1,1,1,0,16,6,1
418,17,4,5.0,41,456,1,0,1,1,3,6,0
2,1,0,0.2,11,22,1,0,1,0,4,3,1
148,0,0,0.3,19,1,1,0,0,1,0,3,1
81,3,0,0.1,0,59,1,0,0,1,4,0,1
15,8,0,0.2,42,33,0,1,1,1,2,0,1
90,1,2,2.8,53,1520,1,1,1,1,4,36,0
85,41,0,0.4,6,5,1,1,1,0,4,27,1
6,1,0,0.2,0,512,1,1,1,1,1,16,1
170,3,5,2.2,55,2319,1,1,1,1,3,79,0
114,3,0,0.7,0,279,0,0,1,0,0,55,1
622,6,2,1.2,12,1751,1,1,1,1,9,5,0
461,5,2,2.8,44,1251,0,1,1,1,11,22,0
89,6,1,1.2,67,113,1,1,1,1,12,9,0
128,4,1,3.1,214,683,1,1,1,1,5,15,0
164,26,5,1.2,12,1749,1,1,0,1,3,4,0
144,73,1,1.4,275,1340,1,1,0,1,9,18,0
145,22,3,3.7,121,1121,1,1,1,1,4,20,0
28,4,0,1.2,4,73,1,0,0,1,0,119,1
159,5,2,0.2,18,56,0,0,1,0,0,5,1
38,0,0,0.0,57,81,1,0,1,1,9,43,1
243,7,1,3.4,288,1466,1,1,1,1,3,7,0
3228,5,2,7.7,17,1110,1,1,0,1,7,11,0
100,3,0,0.1,45,476,1,0,1,1,1,15,1
84,15,1,1.2,48,1267,1,1,1,1,3,48,0
307,16,4,4.2,30,2082,1,1,0,1,4,37,0
193,2,5,2.4,43,833,1,1,1,1,4,17,0
148,2,1,0.9,9,53,0,1,0,0,22,7,1
219,19,6,3.6,111,1218,1,1,0,1,5,15,0
11,3,0,0.2,6,473,0,0,0,0,1,6,1
308,46,0,2.9,23,1520,1,1,1,1,12,20,0
496,4,1,0.3,19,98,1,0,1,0,6,4,1
261,9,6,1.5,35,30,1,0,1,1,10,21,0
222,19,1,1.0,29,271,0,1,1,1,21,148,0
48,5,1,0.5,46,202,1,0,0,0,10,38,1
153,7,2,4.0,120,2863,1,1,1,1,10,7,0
42,1,0,1.0,39,2,0,0,1,1,2,0,1
5,1,0,0.1,1,306,1,0,0,0,12,6,1
68,12,4,6.0,178,2054,1,1,1,1,4,5,0
21,1,1,0.3,6,190,1,0,0,0,4,8,1
165,11,4,4.8,89,30,1,1,1,1,1,10,0
147,70,1,1.2,165,2271,1,1,1,1,7,14,0
80,0,1,1.3,42,343,1,1,1,1,6,4,1
217,4,0,0.4,89,484,1,0,0,1,4,6,1
23,30,0,0.5,8,50,0,1,1,1,1,9,1
14,7,1,0.4,128,26,1,0,0,1,1,2,1
100,0,1,0.5,6,105,1,1,0,1,1,4,1
89,12,3,3.7,65,1685,1,1,1,1,16,12,0
403,25,3,0.7,2218,990,0,1,1,1,6,78,0
690,8,0,1.5,0,220,0,0,1,1,4,9,1
362,20,4,0.4,32,722,1,1,1,1,5,35,0
192,59,4,2.7,10,1401,1,0,1,1,6,15,0
739,6,1,1.4,34,645,1,0,1,1,7,84,0
261,9,3,2.9,33,1206,1,1,0,1,5,12,0
279,4,2,1.6,129,1647,1,1,1,1,9,8,0
131,21,0,0.9,6,8,0,1,1,0,1,17,1
334,4,9,3.9,537,2365,1,1,1,1,3,26,0
26,0,0,1.3,19,168,1,1,0,0,2,1,1
425,2,0,0.5,7,110,1,0,1,1,3,6,1
584,19,3,2.2,26,72,1,1,1,1,11,15,0
76,22,1,1.0,2,179,1,0,1,0,0,1,1
132,5,4,1.5,25,295,1,1,1,0,8,11,0
276,8,2,2.1,23,1280,0,1,1,1,3,27,0
422,10,4,1.5,595,816,1,1,1,1,6,15,0
81,2,0,0.5,1,284,1,0,1,1,6,0,1
34,4,0,0.2,49,81,1,0,0,1,2,16,1
145,22,5,2.3,24,731,1,1,1,1,7,12,0
91,0,1,0.0,23,119,1,0,1,0,2,1,1
19,0,0,1.0,23,397,1,1,1,0,2,10,1
309,17,4,2.6,135,833,1,1,1,1,45,6,0
1,1,0,1.0,4,154,1,0,1,0,5,2,1
39,6,1,0.6,13,89,1,1,0,1,4,3,1
469,7,2,2.2,16,1001,1,1,1,1,11,17,0
468,3,0,0.7,2,58,1,0,0,0,1,1,1
278,15,3,9.0,24,410,1,1,1,0,1,13,0
133,31,2,1.0,114,780,1,1,1,1,17,63,0
22,1,1,0.1,10,538,1,1,1,0,0,21,1
24,0,0,0.8,1,227,1,0,1,0,1,2,1
131,16,0,1.0,267,747,1,0,1,1,3,59,0
14,6,1,0.7,10,372,1,0,0,1,2,2,1
262,19,3,3.8,1094,2411,1,0,1,1,10,26,0
181,10,4,4.0,5,1403,1,1,1,0,13,12,0
38,2,0,0.1,8,30,1,0,0,1,2,2,1
290,27,2,6.6,35,866,1,1,1,1,1,57,0
247,17,5,3.2,93,1762,1,1,1,1,6,80,0
584,6,0,0.0,45,104,1,0,0,0,2,14,1
29,3,1,2.0,17,274,1,1,1,1,5,21,1
84,4,0,0.0,106,298,1,0,0,1,17,2,1
62,3,4,0.8,79,1915,1,1,1,1,12,41,0
89,4,0,0.1,9,284,1,1,1,0,16,1,1
202,54,6,8.5,236,30,1,1,1,1,10,26,0
4,3,0,0.1,2,70,0,1,1,1,8,1,1
15,0,2,0.1,3,50,0,0,1,1,5,3,1
113,79,3,2.4,50,1246,1,1,1,1,29,15,0
87,3,0,0.0,2,403,1,0,0,1,3,5,1
124,20,3,1.3,48,531,0,1,1,1,3,5,0
295,1,1,0.3,29,1,1,1,0,0,2,2,1
415,17,0,0.1,13,25,1,1,0,1,2,21,1
150,18,3,1.6,11,337,1,1,1,1,4,15,0
299,13,5,11.2,7,1925,1,0,1,1,6,7,0
145,5,1,1.3,0,31,0,0,1,0,0,1,1
5,2,1,0.1,7,415,1,0,0,0,1,7,1
86,1,1,0.0,1,5,1,0,1,1,3,1,1
1,6,0,2.0,19,327,0,0,1,1,0,4,1
378,11,2,2.5,38,1543,1,1,1,1,2,35,0
269,99,0,2.6,67,1374,1,1,0,1,4,17,0
771,7,3,3.5,18,1582,1,1,0,1,31,7,0
10,2,0,0.2,15,42,1,0,0,1,1,4,1
9,5,0,0.7,1,216,1,0,0,0,5,3,1
97,4,9,2.8,28,1198,1,1,1,1,2,19,0
5,13,0,0.9,1,112,0,1,1,1,4,22,1
96,26,3,2.3,75,1953,1,1,0,1,16,10,0
64,0,0,0.6,346,527,1,0,1,0,6,1,1
12,5,0,0.5,1,847,1,0,1,0,5,1,1
381,2,4,2.4,48,1152,1,1,1,1,35,18,0
165,32,3,16.5,121,1581,1,0,1,1,5,80,0
155,8,1,0.1,85,302,1,1,1,0,0,4,1
551,32,2,2.1,38,1913,1,0,1,1,6,12,0
12,5,0,0.1,13,10,0,1,1,1,1,41,1
43,2,1,0.1,0,569,1,1,1,0,0,9,1
63,61,4,1.4,59,830,1,1,1,1,3,8,0
214,10,1,5.7,14,1321,1,0,1,1,8,97,0
80,6,4,1.5,94,2481,1,1,1,0,5,125,0
63,0,2,0.1,18,287,0,1,0,1,3,1,1
65,1,1,0.7,30,64,0,0,1,0,1,2,1
363,2,2,0.8,129,2468,1,1,1,1,6,10,0
259,21,5,2.3,35,295,0,1,1,1,5,7,0
46,11,3,2.6,43,796,1,1,1,1,5,6,0
152,0,3,2.5,21,632,1,1,1,0,5,13,0
514,9,1,8.9,19,1058,1,1,1,1,4,12,0
35,1,1,0.4,235,4,1,0,0,1,10,2,1
2,9,0,1.0,0,52,0,1,1,0,10,0,1
136,68,2,11.1,116,711,1,1,1,1,5,4,0
131,1,1,0.4,40,652,1,0,1,0,2,16,1
888,35,5,20.4,131,2107,1,1,1,1,3,14,0
65,18,0,0.4,4,85,1,1,0,0,1,86,1
326,8,0,2.8,148,1235,1,0,1,1,3,46,0
70,23,2,2.5,22,849,1,1,1,0,4,26,0
136,22,3,1.3,28,806,1,1,1,1,4,17,0
53,15,1,1.0,751,30,0,1,1,1,8,9,0
39,11,1,1.2,1,523,0,1,0,1,4,9,1
574,32,0,0.9,40,916,1,1,1,1,8,22,0
76,6,3,5.9,40,830,1,0,1,1,11,169,0
186,15,3,1.4,36,1219,1,1,1,1,4,78,0
0,1,0,0.4,6,426,1,0,1,0,2,2,1
1122,3,8,3.3,18,825,1,1,1,1,12,24,0
17,39,3,0.7,80,1030,1,1,1,1,8,15,0
966,11,5,1.4,129,1910,1,1,1,1,7,12,0
521,16,3,0.7,102,1136,1,0,1,1,22,9,0
193,2,2,0.5,56,2090,1,1,1,1,12,14,0
253,34,2,2.7,30,868,1,1,1,1,13,7,0
297,13,3,4.3,39,1099,1,1,0,0,8,10,0
119,14,1,5.0,5,2880,1,1,1,1,7,31,0
42,22,2,3.2,66,1672,1,1,1,1,1,6,0
405,7,2,0.7,141,1112,1,1,1,1,13,9,0
19,2,0,0.2,90,112,1,0,0,1,5,37,1
20,5,4,0.5,218,1614,1,1,1,1,17,42,0
8,0,0,0.1,50,116,1,1,1,0,3,6,1
1610,12,0,1.0,77,729,0,1,1,1,8,6,0
94,1,2,2.7,16,1996,1,1,1,1,10,40,0
57,1,0,0.9,12,223,1,0,0,1,4,1,1
12,0,2,0.1,78,147,0,0,0,1,9,5,1
15,0,0,0.5,9,183,0,1,1,0,4,1,1
10,1,0,1.4,7,319,1,0,1,0,0,0,1
159,0,2,0.2,7,153,1,1,0,0,4,0,1
20,12,0,2.8,7,476,0,0,0,0,3,6,1
513,6,6,3.4,26,1388,1,1,1,0,21,34,0
99,16,3,1.5,21,733,1,1,0,1,6,4,0
1439,9,4,6.0,36,1829,1,1,0,1,4,39,0
1606,9,3,2.6,56,1262,1,1,1,1,5,33,0
180,2,1,0.7,178,206,1,0,1,0,5,1,1
294,16,3,3.5,40,1370,1,0,1,1,4,9,0
35,57,0,3.2,233,1674,1,1,1,1,12,87,0
81,4,0,0.4,70,143,0,0,0,1,0,0,1
574,15,2,3.2,160,529,1,1,1,1,14,19,0
37,27,0,0.5,9,272,1,1,1,1,3,2,1
256,18,4,1.6,11,1434,1,1,1,1,6,9,0
227,30,1,6.7,58,797,1,0,1,0,7,16,0
58,2,1,0.3,1,86,0,0,0,1,3,29,1
7,2,0,0.1,8,165,1,0,0,1,0,3,1
7,12,0,0.5,11,456,1,0,0,0,14,1,1
103,19,3,3.0,94,305,1,1,1,1,8,2,0
2187,5,1,3.2,506,1425,1,1,1,1,3,10,0
123,1,1,0.6,6,12,1,1,0,1,4,27,1
835,58,4,5.3,9,862,1,1,1,1,13,122,0
65,0,0,0.7,44,78,1,0,1,0,4,6,1
25,1,2,0.2,63,81,1,1,0,1,0,2,1
41,20,0,0.1,39,42,1,1,1,0,1,2,1
16,8,0,0.5,19,81,0,0,1,1,3,0,1
4,0,0,0.5,2,90,0,0,0,1,1,7,1
114,8,2,2.5,14,449,1,1,1,1,20,40,0
343,0,4,0.4,108,614,1,1,1,1,16,14,0
7,0,1,0.1,2,388,1,0,0,0,1,0,1
70,3,0,0.8,185,60,0,0,1,1,5,0,1
1,0,2,0.1,1,22,1,0,0,0,1,5,1
116,3,3,5.8,69,1831,1,1,1,1,2,73,0
156,7,3,2.8,187,768,1,1,1,1,6,18,0
202,11,5,15.4,49,571,1,1,1,1,4,17,0
254,37,3,0.4,142,863,1,1,1,1,9,56,0
189,2,3,4.2,13,659,1,1,1,1,17,9,0
149,9,4,4.6,70,1549,1,1,1,0,4,9,0
174,18,2,5.4,718,766,1,0,1,1,3,23,0
5,22,0,1.3,32,39,0,1,1,1,3,1,1
487,50,1,0.9,301,1294,1,0,1,1,3,4,0
5,10,0,0.3,75,221,1,0,1,1,3,10,1
356,43,4,11.7,44,2024,1,1,1,1,5,31,0
959,12,2,1.1,73,1714,1,1,1,1,16,39,0
40,22,1,24.8,5,937,1,1,1,1,5,17,0
203,18,4,5.0,314,680,1,1,1,1,15,58,0
620,6,2,2.9,23,1644,1,1,1,1,7,117,0
67,8,5,11.6,205,2117,1,1,1,1,8,4,0
516,5,4,3.6,31,464,1,1,1,1,12,26,0
126,11,0,0.5,93,744,1,1,1,1,6,6,1
2488,24,2,8.8,38,1726,1,1,1,1,14,17,0
7,10,0,0.2,19,79,1,0,1,1,0,1,1
1203,3,3,1.7,215,1799,1,1,1,0,15,47,0
50,18,0,0.2,3,31,1,1,1,0,1,21,1
279,35,1,5.8,41,1715,1,1,1,1,9,20,0
972,7,5,4.0,20,1805,1,1,0,1,11,9,0
107,13,3,1.4,145,1758,1,1,1,1,14,8,0
704,5,2,1.2,5,709,1,1,1,1,16,3,0
1613,2,5,4.4,5,976,1,1,1,1,21,17,0
572,10,1,2.9,6,2056,1,1,1,1,4,16,0
205,16,1,1.9,19,1517,1,1,1,0,7,24,0
12,0,0,0.0,23,171,1,1,0,0,1,8,1
687,2,0,0.9,16,392,1,1,0,1,1,1,1
39,99,4,1.1,9,1081,1,1,1,1,12,9,0
13,8,3,2.8,35,1035,1,1,1,0,6,40,0
3,3,0,0.7,5,62,0,0,1,1,1,10,1
432,54,2,4.5,25,79,1,0,1,1,8,80,0
196,24,5,2.1,67,1864,1,1,1,1,10,3,0
8,0,0,0.3,216,151,0,0,0,0,0,16,1
949,9,1,2.4,311,764,1,0,1,1,5,58,0
864,9,2,4.9,12,2057,1,1,1,0,7,11,0
21,4,1,0.2,6,63,0,0,1,1,10,7,1
151,10,1,0.9,12,1963,1,0,1,1,9,10,0
16,0,2,0.3,56,74,1,1,1,0,1,5,1
30,99,3,2.8,277,2170,1,1,1,1,12,35,0
121,8,6,24.0,22,30,1,0,1,1,7,14,0
189,6,1,4.9,15,645,1,1,1,1,10,114,0
55,0,0,0.0,5,195,0,0,0,1,1,1,1
274,12,3,2.0,105,1673,1,1,1,1,2,3,0
158,1,4,7.4,87,1147,1,1,1,1,5,10,0
106,20,4,1.0,10,1535,1,1,1,1,8,24,0
108,40,2,1.9,32,551,1,0,1,1,8,7,0
33,0,0,0.1,0,85,0,1,0,0,5,12,1
4,3,3,0.8,3,195,1,0,0,0,0,25,1
156,2,0,0.1,9,86,1,0,0,1,1,3,1
137,4,4,1.7,57,775,1,1,1,1,5,30,0
17,3,0,0.0,34,155,1,1,1,1,2,195,1
10,1,0,0.3,14,26,1,0,0,0,7,3,1
217,7,1,1.2,385,2087,1,0,1,1,19,30,0
247,3,0,1.5,55,405,1,0,0,1,1,2,1
61,2,5,2.6,17,1017,1,1,1,1,4,24,0
248,23,2,2.4,75,1403,1,1,1,1,3,17,0
410,4,0,0.2,21,140,1,1,1,1,0,22,1
351,4,4,1.1,313,848,1,0,1,0,3,50,0
269,7,1,1.2,1,235,0,1,0,1,3,0,1
16,0,0,1.6,7,162,1,1,1,1,7,5,1
5,1,0,0.1,30,39,1,0,0,1,2,8,1
177,18,3,1.8,688,510,1,1,1,1,19,2,0
235,7,3,3.4,13,1743,1,1,1,1,4,16,0
101,0,0,1.0,1,144,1,0,0,1,3,22,1
44,2,0,0.2,33,489,1,0,0,0,4,2,1
103,16,2,5.3,204,954,1,0,1,1,15,4,0
79,17,3,1.0,87,2288,1,1,1,1,13,20,0
373,2,1,5.7,34,1043,1,1,1,1,13,7,0
21,14,0,0.3,64,636,0,1,0,0,2,13,1
369,13,3,1.2,99,1372,1,1,0,1,8,3,0
1430,9,1,6.3,89,997,1,1,1,1,2,10,0
827,11,3,3.7,6,1836,1,1,1,1,17,10,0
136,2,1,0.9,6,134,1,0,1,0,0,3,1
353,5,2,5.0,12,1092,0,1,1,1,10,26,0
55,40,1,5.5,53,1734,1,1,1,1,3,56,0
2177,3,0,1.3,1,361,0,0,1,1,1,1,1
445,8,6,1.9,36,1601,1,1,1,1,5,51,0
55,4,0,1.3,22,669,1,0,1,0,4,7,1
26,0,1,0.4,4,893,1,1,1,0,6,133,1
1099,4,3,7.6,20,1473,0,1,1,1,10,10,0
84,1,2,0.6,9,451,0,0,0,0,2,22,1
528,3,3,5.6,139,1233,1,0,1,1,23,20,0
15,3,0,0.1,276,124,1,0,1,1,6,3,1
8,1,0,0.3,17,22,0,1,1,0,0,2,1
8,3,1,0.0,43,22,1,0,1,1,5,23,1
3165,5,3,3.0,18,1577,1,1,1,1,14,6,0
632,8,4,1.1,269,937,1,1,1,1,2,48,0
461,99,2,3.6,36,1518,1,1,1,1,3,13,0
17,50,0,0.3,7,48,0,0,1,1,21,5,1
2,0,2,0.3,18,279,1,0,0,0,4,2,1
58,10,3,5.3,878,1402,1,1,1,1,12,50,0
496,12,2,3.0,44,1708,1,1,1,1,17,103,0
14,0,0,0.5,41,137,1,0,1,1,1,0,1
61,5,3,7.2,162,778,1,1,1,1,15,28,0
168,3,3,1.3,55,1057,0,0,1,1,17,59,0
366,14,4,3.0,79,1537,1,1,1,1,6,6,0
37,1,1,0.2,10,14,0,0,1,0,1,32,1
390,2,3,1.4,28,1815,1,0,1,1,5,11,0
16,14,0,0.3,0,550,1,0,0,1,3,0,1
11,3,1,0.2,22,87,0,0,0,0,2,4,1
27,2,2,0.1,24,234,1,0,0,1,5,13,1
3,0,0,0.3,2,173,0,0,1,1,10,1,1
13,6,0,0.5,1,21,0,1,0,0,2,7,1
146,10,4,1.9,48,1505,1,1,1,1,6,36,0
381,21,3,6.0,8,1618,1,1,1,1,13,68,0
274,13,2,11.2,84,1650,1,1,1,1,4,14,0
119,0,1,0.1,2,161,1,0,0,1,4,4,1
160,1,0,0.5,51,37,0,1,0,1,0,7,1
190,8,0,0.6,99,257,1,0,1,0,4,2,1
54,0,0,0.1,23,458,0,0,0,0,5,1,1
443,2,1,2.3,58,1646,1,0,1,1,3,29,0
1072,4,1,1.1,66,1518,1,1,1,1,8,25,0
18,6,0,0.2,2,253,1,0,0,1,2,3,1
213,9,5,1.6,50,1676,1,1,1,1,5,4,0
83,5,0,1.2,0,26,1,1,0,1,5,0,1
567,8,4,3.7,144,865,1,0,1,1,11,34,0
440,6,0,0.1,1,259,1,0,1,0,7,6,1
190,4,1,0.9,128,1498,1,1,1,1,16,21,0
92,6,4,1.0,90,813,1,1,1,1,6,6,0
156,5,1,9.0,74,315,1,1,1,1,1,10,0
114,1,4,8.1,25,1691,1,1,1,1,21,5,0
4,1,1,0.1,1,74,0,1,1,0,1,2,1
10,12,2,0.8,43,161,0,0,1,0,4,1,1
685,11,2,3.1,442,1273,1,1,1,0,6,11,0
81,6,0,0.3,1,91,1,0,1,0,3,4,1
498,12,1,1.5,67,1047,1,1,1,1,7,16,0
167,21,7,4.6,40,2301,0,1,1,1,6,97,0
80,24,2,2.2,6,1820,1,1,1,1,21,43,0
129,19,2,2.7,17,863,0,1,1,1,13,10,0
104,6,1,0.3,9,98,0,1,0,1,6,44,1
274,2,0,1.3,9,156,1,0,0,0,3,1,1
419,11,3,3.0,61,1574,1,1,1,1,1,34,0
48,3,2,9.3,18,30,1,1,1,1,10,9,0
75,2,0,0.2,12,1267,1,1,1,1,2,3,1
638,13,6,5.9,2,590,1,1,1,0,13,139,0
20,3,1,0.6,19,498,0,1,1,1,12,1,1
16,1,0,0.1,77,53,1,0,0,0,4,1,1
56,12,1,0.1,10,511,1,0,1,0,1,8,1
11,2,0,1.2,3,47,1,1,1,1,8,12,1
497,4,0,0.0,1,1,1,1,0,0,9,43,1
420,27,3,2.0,174,962,1,1,1,1,4,4,0
29,2,0,0.3,81,200,1,1,0,0,30,3,1
15,1,0,0.1,0,202,0,1,0,1,3,2,1
30,3,4,1.6,115,42,1,0,1,1,4,11,0
150,5,4,1.0,80,1156,1,1,1,1,5,8,0
115,14,0,4.6,34,1301,1,1,1,1,10,5,0
137,20,1,6.7,592,151,1,1,1,1,4,2,0
771,35,2,2.5,228,1615,1,1,1,1,17,18,0
808,71,1,3.5,17,2817,1,1,1,1,14,14,0
14,1,1,1.5,90,177,1,0,1,0,1,1,1
44,1,1,0.1,2,348,1,1,0,1,2,2,1
203,2,2,3.5,5,1409,1,1,1,1,5,13,0
4,0,0,0.0,69,66,0,1,1,1,1,26,1
674,12,5,2.3,41,421,1,1,1,1,18,4,0
512,10,2,8.0,26,1454,1,1,1,1,5,14,0
472,20,2,2.3,2,30,1,1,1,1,2,47,0
137,6,1,0.7,38,1340,1,1,1,1,3,22,0
96,3,0,0.9,39,168,0,1,1,0,1,5,1
1355,21,3,2.3,178,1587,0,1,1,1,14,29,0
248,4,3,4.2,56,1022,1,1,1,1,5,2,0
46,5,3,12.8,125,1979,1,1,1,1,12,38,0
1044,9,6,3.0,268,1352,1,1,1,1,5,19,0
1101,12,4,5.6,41,1245,0,0,1,1,7,8,0
183,9,4,15.0,74,765,1,1,1,1,7,19,0
1481,18,3,4.7,154,1297,1,0,1,1,5,24,0
522,8,1,5.5,43,1735,1,0,1,1,4,13,0
1180,9,2,1.2,151,1472,1,1,1,1,8,12,0
185,16,1,1.1,219,1322,1,1,1,1,5,33,0
63,23,2,1.3,369,681,1,1,1,1,14,51,0
11,1,0,0.1,24,205,1,0,1,0,1,0,1
834,10,2,1.0,40,1152,1,1,0,1,17,14,0
1303,7,4,13.3,52,1124,1,1,1,1,8,5,0
2,4,0,0.3,9,832,0,0,1,1,1,7,1
353,10,6,1.5,13,1112,1,0,1,1,12,8,0
11,0,0,2.4,0,206,1,0,1,1,1,11,1
340,3,2,6.1,142,1255,1,0,1,1,7,2,0
292,8,4,4.5,64,762,1,0,1,1,3,27,0
33,9,2,11.8,26,477,1,0,1,1,8,1,0
4,2,0,0.6,4,37,1,0,0,0,0,6,1
33,5,3,0.9,38,1635,1,1,1,1,4,226,0
271,3,3,1.9,23,639,1,1,1,1,12,34,0
686,20,2,2.1,36,902,1,1,1,1,20,64,0
6,4,0,0.5,2,24,1,0,0,1,3,7,1
67,7,0,0.0,13,37,1,0,0,0,9,25,1
153,3,0,0.4,6,349,0,0,0,0,2,0,1
60,1,1,0.1,32,273,1,0,1,1,4,2,1
392,11,3,1.2,88,1393,1,0,1,1,14,13,0
181,29,6,3.5,77,837,1,1,1,1,5,7,0
27,5,2,13.3,29,1281,1,0,1,1,8,27,0
1170,6,2,2.1,8,971,1,1,1,1,6,16,0
170,43,3,1.9,7,1208,1,0,0,1,2,17,0
41,3,4,12.9,81,1618,1,1,1,1,5,21,0
182,7,6,9.5,211,1149,1,1,1,1,3,11,0
127,73,0,1.8,102,1629,1,0,1,1,1,23,0
43,18,2,0.4,7,13,1,1,1,0,2,26,1
938,0,0,0.7,13,594,1,1,1,1,2,4,1
30,12,0,1.2,1,1,1,0,0,1,14,15,1
207,6,2,1.3,3,758,1,1,1,1,6,4,1
513,6,1,1.1,74,809,1,1,1,1,3,34,0
974,16,3,4.5,43,1179,1,1,1,0,15,23,0
160,8,3,1.3,52,1662,1,1,1,1,2,90,0
435,6,0,0.9,5,222,1,1,0,0,1,3,1
338,11,1,4.4,17,225,1,1,1,0,6,10,0
216,2,0,0.0,7,101,0,1,1,1,2,2,1
4,4,2,2.3,15,117,1,0,0,1,0,4,1
18,8,1,0.3,4,654,1,0,1,1,1,77,1
187,11,4,2.0,69,852,0,1,1,1,10,11,0
226,21,1,1.4,54,1054,1,1,1,1,9,7,0
64,11,2,5.4,11,1400,1,1,1,1,50,2,0
15,2,0,0.9,4,328,0,0,1,1,3,11,1
364,9,4,5.2,6,1518,1,1,1,1,12,15,0
269,19,5,1.8,298,720,1,1,1,1,8,14,0
34,2,2,0.8,1,120,1,1,0,1,2,15,1
254,3,3,1.5,121,1134,1,1,1,1,4,10,0
25,1,2,0.3,14,264,0,0,0,0,1,1,1
59,0,0,0.4,124,135,0,0,1,1,3,3,1
671,58,5,4.3,450,1077,1,1,1,1,15,34,0
260,10,2,2.5,138,1278,1,0,1,1,9,5,0
112,9,4,3.7,58,1069,1,1,1,1,19,30,0
320,9,4,3.0,12,1580,1,1,0,1,41,32,0
366,9,2,1.2,68,1036,1,1,1,1,22,20,0
61,3,0,4.5,39,30,1,1,1,1,4,8,0
48,18,1,0.7,34,172,0,0,1,0,1,1,1
24,4,0,0.1,23,22,0,1,0,1,3,18,1
252,27,0,1.8,127,1595,1,1,0,1,26,56,0
1562,98,3,15.9,8,908,1,1,1,1,17,23,0
83,3,0,0.1,26,81,1,1,1,0,2,6,1
11,9,0,0.3,3,20,0,1,1,1,11,24,1
87,7,2,0.1,53,15,1,0,1,1,1,0,1
